51 0 AP8803010271 1
51 0 AP8803020275 1
51 0 AP8803110301 1
51 0 AP8803160292 1
51 0 AP8803180287 1
51 0 AP8803220296 0
51 0 AP8803250293 1
51 0 AP8803290252 0
51 0 AP8804060267 1
51 0 AP8804070258 1
51 0 AP8804120268 1
51 0 AP8804180270 0
51 0 AP8804210319 0
51 0 AP8804270272 0
51 0 AP8804270329 0
51 0 AP8804280274 0
51 0 AP8804280301 1
51 0 AP8805030244 0
51 0 AP8805120314 0
51 0 AP8805130284 0
51 0 AP8805160318 0
51 0 AP8805170247 0
51 0 AP8805170266 0
51 0 AP8806030291 0
51 0 AP8806080310 0
51 0 AP8806210292 0
51 0 AP8806260038 0
51 0 AP8806270009 0
51 0 AP8806270039 0
51 0 AP8806270045 1
51 0 AP8806270063 0
51 0 AP8806270093 1
51 0 AP8806280097 1
51 0 AP8806280170 1
51 0 AP8806280310 1
51 0 AP8807040023 0
51 0 AP8807050201 0
51 0 AP8807060311 1
51 0 AP8807060325 0
51 0 AP8807070089 0
51 0 AP8807130289 0
51 0 AP8807140016 0
51 0 AP8807210290 0
51 0 AP8807290166 0
51 0 AP8807310085 1
51 0 AP8808040167 0
51 0 AP8808180297 0
51 0 AP8808260050 0
51 0 AP8809210220 0
51 0 AP8809220206 1
51 0 AP8809260235 1
51 0 AP8810170296 0
51 0 AP8811020277 0
51 0 AP8811080253 1
51 0 AP8811180209 1
51 0 AP8811190051 1
51 0 AP8812190271 0
51 0 AP8812280175 0
51 0 AP8812280203 0
51 0 AP8901040259 0
51 0 AP8901050233 0
51 0 AP8901050245 0
51 0 AP8901050284 0
51 0 AP8901060018 0
51 0 AP8901060047 0
51 0 AP8901060255 0
51 0 AP8901090040 0
51 0 AP8901090162 0
51 0 AP8901090172 0
51 0 AP8901090198 0
51 0 AP8901110078 0
51 0 AP8901200265 0
51 0 AP8901200278 0
51 0 AP8901230294 0
51 0 AP8901250184 0
51 0 AP8901250311 0
51 0 AP8901270117 1
51 0 AP8901270155 1
51 0 AP8902010178 0
51 0 AP8902010297 0
51 0 AP8902020195 0
51 0 AP8902070230 0
51 0 AP8902080259 0
51 0 AP8902080310 0
51 0 AP8902090187 0
51 0 AP8902090221 0
51 0 AP8902160167 0
51 0 AP8902160288 0
51 0 AP8902170158 0
51 0 AP8902190106 0
51 0 AP8902210189 0
51 0 AP8902220042 0
51 0 AP8902230287 0
51 0 AP8902280141 0
51 0 AP8902280214 0
51 0 AP8903100316 0
51 0 AP8903120090 0
51 0 AP8903140027 0
51 0 AP8903220306 0
51 0 AP8903270138 0
51 0 AP8903280202 0
51 0 AP8903290221 0
51 0 AP8903300264 0
51 0 AP8904040263 1
51 0 AP8904050282 0
51 0 AP8904070285 0
51 0 AP8904100121 0
51 0 AP8904100255 0
51 0 AP8904110010 1
51 0 AP8904120226 0
51 0 AP8904120286 0
51 0 AP8904130243 0
51 0 AP8904130262 0
51 0 AP8904180290 0
51 0 AP8904180312 0
51 0 AP8904180313 0
51 0 AP8904190224 0
51 0 AP8904190227 0
51 0 AP8904190228 0
51 0 AP8904190230 0
51 0 AP8904190252 0
51 0 AP8904190270 0
51 0 AP8904200230 0
51 0 AP8904260260 0
51 0 AP8904270258 0
